Censo Superior 2025;;
CO_IES;NO_IES;SG_IES
21983;FACULDADE MORUMBI;FAMOR
21993;FACULDADE UNINTA IGUATU;
21995;Faculdade de Tecnologia Senac Curitiba;
21998;Faculdade Pan-Americana de Administração e Direito;FAPAD
21999;Faculdade Prime;Faprime
22015;Faculdade Municipal de Educação e Meio Ambiente;FAMA
22017;Faculdade Nossa Senhora Aparecida;FNSA
22018;Faculdade de Tecnologia de Sinop;FASTECH
22021;FACULDADE SÃO PAULO DE PRESIDENTE VENCESLAU;FASPREV
22028;Faculdade CTA;CTA
22059;Faculdade Pitágoras de Medicina de Eunápolis;
22073;FACULDADE MACÊDO DE AMORIM;FAMAM
22074;FACULDADE METROPOLITANA NORTE RIOGRANDENSE;FAMEN
22075;FACULDADE VALE DO PAJEU;FVP
22076;Faculdade Estácio de Alagoinhas;
22084;Faculdade FACUMINAS de Pós-Graduação EAD;FACUMINAS EAD
22086;Faculdade de Educação Social da Bahia;FAESB
22088;Afya Faculdade de Ciências Médicas de Itabuna;AFYA ITABUNA
22089;Faculdade INSTED;
22090;FACULDADE DE CIÊNCIAS DA SAÚDE DO GRUPO HOSPITALAR CONCEIÇÃO;FACS - GHC
22093;Faculdade AGES de Medicina;Faculdade AGES
22095;FACULDADE CESUMAR DE CAMPO GRANDE;FACCESUMAR
22096;FACULDADE SÃO LEOPOLDO MANDIC DE ARARAS;SLMANDIC-ARARAS
22097;FACULDADE POLITÉCNICA DE CAMPO GRANDE;POLITÉCNICA
22098;FACULDADE ISMD;ISMD
22100;Faculdade de Direito 8 de Julho;
22101;Faculdade de Educação de Patos de Minas;FAEP
22102;Faculdade de Tecnologia Senac Curitiba Portão;
22103;Faculdade de Saúde Santa Casa BH;
22104;Faculdades Integradas Padrão;FIP GUANAMBI
22116;Faculdade de Miguel Pereira;FAMIPE
22119;ESCOLA DE DIREITO FUCAPE;FUCAPE DIREITO
22121;Faculdade de Ciências Médicas de Três Rios;FCM/TR
22123;FACULDADE DE CIÊNCIAS JURÍDICAS ANHANGUERA DE ARAPIRACA;
22124;Faculdade Pitágoras Unopar de Brumado;
22125;Faculdade de Ciências Jurídicas de Bom Jesus da Lapa;
22128;Faculdade de Ciências Jurídicas de Campina Grande;
22139;FACULDADE SANTO ANTONIO DE ITABUNA;FSAI
22142;Faculdade de Ciências Jurídicas de Jaboatão dos Guararapes;
22144;Faculdade de Ciências Jurídicas de Luziânia;
22145;Faculdade de Ciências Jurídicas de Erechim;
22147;Faculdade de Ciências Jurídicas de Belo Jardim;
22154;Faculdade de Ciências Jurídicas de Jacobina;
22158;Faculdade Anhanguera de Petrolina;
22161;Faculdade de Ciências Jurídicas de Itumbiara;
22171;FACULDADE REGIONAL DE MINAS GERAIS;FACMINAS
22173;Faculdade - Uninorte  Barcarena;
22174;Faculdade - Uninorte  Altamira;
22175;Faculdade  São Joaquim da Barra;
22176;Faculdade ENAU;FacEnau
22177;Faculdade União Paulistana;FAUP
22191;Faculdade Estácio de Jaraguá do Sul;Estácio Jaraguá
22193;Faculdade Serra Dourada;
22194;FACULDADE ATENAS SETE LAGOAS;
22195;Instituto Serra Dourada;
22196;Faculdade de Direito Serra Dourada;
22197;FACULDADE ATENAS PASSOS;
22202;Faculdade Estácio de Juazeiro;EstácioJuazeiro
22204;Faculdade de Matupá; UNIFAMA
22210;FACULDADE UNINASSAU SERRA TALHADA;
22222;FACULDADE UNIVERITAS UNIVERSUS VERITAS DE PIRACICABA;UNIVERITAS PCBA
22232;Faculdade de Ciências Jurídicas de Altamira;
22236;FACULDADE UNOPAR DE CIÊNCIAS JURÍDICAS DE SETE LAGOAS;
22237;Faculdade de Ciências Jurídicas de Assis;
22239;FACULDADE  INTEGRADA DE ADVOCACIA DA  AMAZÔNIA;FINAMA
22245;FACULDADE DO CARIRI PARAIBANO;UNICIR
22246;FACULDADE MATIAS MACHLINE;FMM
22248;FACULDADE SUCESSO;FACSU
22249;FACULDADE KEEP EDUC;KEEPEDUC
22252;FACULDADE UNIBRAS DO PARÁ ;FACBRAS
22257;Faculdade de Direito AVANTIS de Itapema;AVANTIS Itapema
22260;Faculdade de Itaberaí - FacMais;FacMais
22262;Faculdade de Palmeiras de Goiás - FacMais;FacMais
22263;FACULDADE VANGUARDA;
22264;Faculdade do Vale do Jaguaribe Mossoró;FVJ Mossoró
22266;Instituto de Desenvolvimento Tecnológico da FGV;FGV/IDT
22267;Faculdade HONPAR;
22311;FACULDADE NOVE DE JULHO DE SÃO BERNARDO DO CAMPO;NOVE-SBC
22312;FACULDADE NOVE DE JULHO DE OSASCO;NOVE-OSASCO
22313;FACULDADE NOVE DE JULHO DE BAURU;NOVE-BAURU
22314;FACULDADE NOVE DE JULHO GUARULHOS;NOVE-GUARULHOS
22316;FACULDADE NOVE DE JULHO MAUÁ;NOVE_MAUÁ
22317;Escola Superior da Amazônia de Abaetetuba;ESAMAZ
22319;Faculdade de Tecnologia de Itatiba;Fatec Itatiba
22325;Faculdade Christus;Christus Eusébio
22326;Faculdade Brasília;FBr
22327;Faculdade CTA de Nova Lima;CTA Nova Lima
22329;FACULDADE UNINTA FORTALEZA;
22405;SVT FACULDADE DE ENSINO SUPERIOR;SVT
22420;FACULDADE UNIRB - MACEIO;Faculdade Unirb
22424;FACULDADE ESAMC GOIÂNIA;ESAMC GOIÂNIA
22425;FACULDADE ESAMC FRANCA;ESAMC FRANCA
22433;Faculdades FAMEP Unidade Parnaíba - PI;FAMEP
22437;Faculdade da Amazônia Legal;FAMA
22441;FACULDADE Ensin.E;ENSIN.E
22443;Faculdade Alfredo Nasser de Casa Nova;FAN
22449;INSTITUTO SUPERIOR DE CIÊNCIAS DA SAÚDE CARLOS CHAGAS;IPGMCC
22452;FACULDADE ATITUDE DE EDUCAÇÃO CONTINUADA;FAEC
22453;Faculdade UNÍNTESE;
22455;Faculdade Líbano;LÍBANO
22456;FACULDADE REALIZA;
22462;FACULDADE UNIRB - CIDADE DE FORTALEZA;F. UNIRB
22463;Faculdade Impacto de Porangatu;FIP
22470;Faculdade Universalis;FACSALIS
22472;FACULDADE ARQUIDIOCESANA DE PIRAPORA;FAP
22514;Afya Faculdade de Ciências Médicas de Jaboatão dos Guararapes ;AFYA JABOATÃO
22521;FACULDADES FAMEP Unidade Irará - BA;FAMEP
22527;Faculdade Cleber Leite;FCL
22533;Faculdade Norte-Sul;FANS
22566;Faculdade Metropolitana de Itacoatiara;FAMETRO
22578;FACULDADE CENSUPEG;
22592;FACULDADES INTEGRADAS DA AMÉRICA DO SUL;FAC INTEGRA
22599;FACULDADE CECAPE;
22603;FACULDADE ANCLIVEPA DE GESTÃO E HUMANOLOGIA;FAGH
22605;Faculdade Anclivepa São Paulo;Anclivepa SP
22606;Faculdade Damásio;Damasio
22625;FACULDADE BOOKPLAY;
22627;Faculdade Abrange ABC;FABRANGE
22628;CLARETIANO - FACULDADE DE BOA VISTA;CLARETIANOBV
22629;Centro de Estudos em Direito e Negócios;
22634;FACULDADE FASIPE DE RONDONÓPOLIS;FFR
22636;Faculdade São Francisco Xavier;FACSFX
22640;Faculdade Metropolitana de Coari;FAMETRO
22641;Faculdade Metropolitana de Parintins;FAMETRO
22643;Faculdade Metropolitana de Tefé;FAMETRO
22644;FACULDADE DO CEFI;FACEFI
22650;FACULDADE DO CENTRO EDUCACIONAL INTERDISCIPLINAR DO BRASIL;FACEIB
22651;Instituto de Tecnologia e Liderança;Inteli
22659;Faculdade Harven Agribusiness School;HARVEN
22660;FACULDADE UNYPUBLICA;
22684;Faculdade Unicentral;
22702;FACULDADE PITÁGORAS UNOPAR DE CHAPECÓ;
22703;FACULDADE PITÁGORAS DE CONCÓRDIA;
22707;FACULDADE PITÁGORAS UNOPAR DE ITAJUBÁ;
22710;FACULDADE PITÁGORAS UNOPAR DE QUIXERAMOBIM;
22712;FACULDADE PITÁGORAS UNOPAR DE MURIAÉ;
22713;FACULDADE DO OESTE POTIGUAR;FAOP
22715;FACULDADE PITÁGORAS UNOPAR DE CANINDÉ;
22716;FACULDADE PITÁGORAS DE PENÁPOLIS;
22736;Faculdade UNISUL de Itajaí;
22741;FACULDADE MASTER DO PARÁ - FAMAP XINGUARA;FAMAP
22742;FACULDADE MASTER DO PARÁ - FAMAP TUCUMÃ;FAMAP
22747;FACULDADE PROF. LUÍZ MÁRIO D'AVILA;FADAVILA
22748;FACULDADES FAMEP;FAMEP
22753;FACULDADE RIO PARNAÍBA;FARP
22758;Faculdade Una de Itabira;Una
22759;Instituto Una de Itabira;Una
22760;Faculdade Fleming Cerquilho;Fac Cerquilho
22762;Faculdade de Tecnologia e Ciências - FTC Caruaru;FTC - Caruaru
22763;FACULDADE SANTA CASA;FSC
22764;ESCOLA SUPERIOR DE EDUCAÇÃO;ESJUS
22769;Gaia;Gaia
22771;FACULDADE CRISTO REI;FACCREI
22775;Faculdade Garça Branca Pantanal;FGB
22777;FACULDADE VALE DOS CARAJÁS;FVC
22787;FACULDADE DE TECNOLOGIA E CIÊNCIAS - FTC CAMAÇARI;FTC CAMAÇARI
22811;Complexo de Ensino Superior de Palmas;CESUP
22814;Faculdade Auden Educacional;FAED
22862;FranklinCovey Business School;FCBS
22866;Faculdade Associada Brasil - EAD;
22872;Faculdade UNIABA;FAC UNIABA
22911;Faculdade  do Sertão Central  EAD;FASEC EAD
22917;FACULDADE DE CIÊNCIAS MÉDICAS DE MARICÁ;FACMAR
22932;FACULDADE METROPOLITANA DO CARIRI;FAMEC
22939;Faculdade de Tecnologia de Araraquara;FATEC ARQ
22946;FACULDADE DE CIÊNCIAS JURÍDICAS DE SANTA MARIA;UNISM
22950;Faculdade do Estado do Rio de Janeiro;FAERJ
22966;Faculdade Instituto Brasileiro de Ensino;FACIBE
22975;UNICORP FACULDADES;UNICORP
22985;Faculdade Trilógica Nossa Senhora de Todos os Povos;FATRI EAD
22992;Faculdade SENAI de Construção;
22996;Faculdade de Tecnologia e Ciências - FTC Parnamirim;FTC Parnamirim
22999;Faculdade de Tecnologia e Ciências - FTC Itapipoca;FTC Itapipoca
23000;Faculdade de Tecnologia e Ciências - FTC Caucaia;FTC Caucaia
23002;Faculdade de Tecnologia e Ciências - FTC N. Sra. do Socorro;FTC N S Socorro
23012;Faculdade Liber de Porangatu;FacLiber
23022;Faculdade Cetrus Sanar;CETRUS
23023;FACULDADE TECNOLOGICA ANTHROPOS;FATAN
23025;Faculdade de Ensino Superior Brasileira - Faculdade FEBRAS;FEBRAS
23026;Escola de Sargentos de Logística;EsSLog
23028;Escola de Sargentos das Armas;ESA
23030;Faculdade Cognitivo;COGNITIVO
23038;Faculdade de Educação e Tecnologia do Espírito Santo;FETES
23066;FACULDADE METROPOLITANA DE DIAS D'ÀVILA;FACD'ÀVILA
23089;FACULDADE DE NOVA MUTUM;
23090;INSTITUTO DE ENSINO SUPERIOR CAPIXABA;IESCAPI
23095;Instituto SOCIESC de Jaraguá do Sul;SOCIESC
23096;FACULDADE SANTO ANTÔNIO - SJC;FSA
23097;Faculdade Ibmec de Brasília;Ibmec Brasília
23099;Faculdade Anhanguera de Palmas;
23100;FACULDADE ANHANGUERA DE JUAZEIRO DO NORTE ;
23102;FACULDADE ANHANGUERA DE SOBRAL;
23107;Faculdade Dom Adelio Tomasin;FADAT
23109;FACULDADE DE CIÊNCIAS E TECNOLOGIA DE CHAPECÓ;FACITEC
23110;Faculdades FAMEP Unidade Teresina - P;FAMEP
23117;Faculdades FAMEP Unidade Fortaleza  CE;FAMEP
23118;IBPTECH FACULDADE DE CIÊNCIAS FORENSES E TECNOLOGIA;
23123;Faculdade Americas International College;FAMG
23129;Instituto de Desenvolvimento e Aprendizagem - IDEA Fortaleza;IDEA Fortaleza
23130;Instituto de Desenvolvimento e Aprendizagem - IDEA São Luiz;IDEA São Luiz
23139;BRAIN BUSINESS SCHOOL;BRAIN
23145;Faculdade SEB Lafaiete;SEBLF
23146;Faculdade Dominius;FAD
23147;Faculdade do Comércio de São Paulo;FAC-SP
23155;FACULDADE UNEX;UNEX
23159;FACULDADE BARÃO DE JEQUIRIÇA;FBJ DIGITAL
23163;Faculdade de Educação Superior de Divinópolis;
23164;Centro de Ensino Superior de Divinópolis;
23168;Centro de Estudos Superiores de Jataí;
23169;Escola Superior de Itabira;
23172;Faculdade de Educação Superior de Pouso Alegre;
23175;Escola Superior de Pouso Alegre;
23176;Faculdade de Educação Superior de Sete Lagoas;
23177;Faculdade de Educação Superior de Catalão;
23178;Centro de Ensino Superior de Sete Lagoas;
23180;Escola Superior de Catalão;
23181;FACULDADE INTERCONTINENTAL;FAICON
23191;Faculdade Central do Recife Centro;FACENTRAL REC
23194;Faculdade PSICOLOG;FAPSI
23197;Faculdade SOCIESC de Educação de Jaraguá do Sul;
23200;Faculdade UNISUL de Educação de Itajaí;
23201;Instituto de Educação Superior UNISUL de Itajaí;
23202;Faculdade SOCIESC de Educação de São Bento do Sul;
23215;FACULDADE DO ESTADO DE SÃO PAULO;ESP
23218;Faculdade Paraíso Fortaleza;FAP
23224;FACULDADE PRESIDENTE DUTRA;FAP
23228;Faculdade São Judas de Guarulhos;
23229;Faculdade Alfredo Nasser de Pontalina;
23235;Instituto Universitário São Judas de Guarulhos;
23236;Escola Superior São Judas de Guarulhos;
23241;Instituto Universitário São Judas de São Bernardo do Campo;
23242;Escola Superior São Judas de São Bernardo do Campo;
23244;Instituto Universitário UNA de Conselheiro Lafaiete;
23245;Escola Superior UNA de Conselheiro Lafaiete;
23252;Escola Superior UNA de Itumbiara;
23261;Faculdade São Judas de São Bernardo do Campo;
23264;Faculdade UNA de Conselheiro Lafaiete;
23273;Faculdade UNA de Itumbiara;
23275;Faculdade de Agronomia UNA de Conselheiro Lafaiete;
23278;Faculdade de Agronomia UNA de Itumbiara;
23280;FACULDADE DE EDUCAÇÃO SUPERIOR IESLA;IESLA
23318;FACULDADE BRASILEIRA DE CACHOEIRO;
23322;Faculdade Menna Barreto;FMB
23331;ALFA - Faculdade de Teófilo Otoni;ALFA - TO
23332;Faculdade ALFA de Teófilo Otoni;ALFA
23333;Faculdade Damásio Educacional;FDE
23335;Faculdade Embu das Artes;FAEM
23342;Faculdade Avantis de Florianópolis;AVANTIS
23358;Centro de Ensino Superior SOCIESC de Jaraguá do Sul;
23381;FACULDADE DE GOVERNANÇA, ENGENHARIA E EDUCAÇÃO DE SÃO PAULO;FGE-SP
23382;Faculdade UNINORTE Tailândia;UNINORTE
23383;FACULDADE NACIONAL;FANAC
23389;FACULDADE UNIBRAS DO MARANHÃO;FACBRAS
23394;Faculdade de Engenharia e Administração Paulista;FEAP
23400;FACULDADE FASIPE DE SORRISO;FFS
23409;FACULDADE UNICESP;
23410;UNIVERSIDADE ESTADUAL DA REGIÃO TOCANTINA DO MARANHÃO;UEMASUL
23438;Faculdade de Tecnologia de Araras;
23454;Faculdade Zarns - Itumbiara;
23455;Faculdade Integrada Instituto Souza;FASOUZA
23459;Faculdade de Tecnologia de Adamantina;
23700;Faculdade de Tecnologia de Ferraz de Vasconcelos;
23703;Faculdade de Penedo;FAC-PENEDO
23705;FACULDADE DE TECNOLOGIA DE FRANCO DA ROCHA;
23707;FACULDADE DE TECNOLOGIA E EDUCAÇÃO SUPERIOR E PROFISSIONALIZ;FATESP
23713;Faculdade de Educação Tecnológica Barra Mansa;FAETERJ B.MANSA
23723;FACULDADE VOLPE MIELE;FVM
23733;FACULDADE RIO GUARIBAS;FaRG
23776;FACULDADE DE ENSINO SUPERIOR DO LAGO;FAESLA
23798;Faculdade de Ciências e Educação em Saúde;FACCESA
23799;FACULDADE EXATA EDUCACIONAL;FEE
23817;Faculdade de Ciências Médicas Cemepe;CEMEPE
23818;Instituto Superior da AFAC;ISAFAC
23820;Faculdade Dunamis;FD
23821;FACULDADE VALE DO SORRISO;UNIVALE
23841;FACULDADE ESAMC BRASÍLIA;ESAMC BRASÍLIA
23842;FACULDADE SENAC CEARA;SENACCE
23843;Faculdade ITEC;
23866;Faculdade Ibra do Mato Grosso do Sul ;FACULDADE FIBMS
23867;Faculdade de Tecnologia de Sumaré;Fatec de Sumaré
23868;Link School of Business;LSB
23875;Faculdade Instituto de Ensino Superior;FACIES
23876;FACULDADE MONSENHOR HIPOLITO;FMH
23877;INSIDE - Instituto Superior para Integração, Desenvolvimento e Educação;INSIDE
23890;FACULDADES INTEGRADAS DE SAÚDE E EDUCAÇÃO DO BRASIL;FISEB
23893;Faculdade Anhanguera de Itapetininga;
23894;Faculdade Pitágoras de Belém;
23895;FACULDADE ANHANGUERA DE CACHOEIRO DE ITAPEMIRIM;
23896;Faculdade Anhanguera de Camaçari;
23897;FACULDADE ANHANGUERA DE CARUARU;
23899;Faculdade Pitágoras de  Mossoró;
23908;FACULDADE SÃO FRANCISCO DO CEARÁ - CRATO;FASC
23912;FACULDADE SINPAIN;SINPAIN
23923;Faculdade Anhanguera de Alvorada;
23924;Faculdade Anhanguera de São João de Meriti;
23946;Faculdade de Tecnologia e Ciências - FTC Juazeiro do Norte;FTC JUAZEIRO CE
23948;Faculdades Famep -  Unidade Uruçui - PI;FAMEP
23973;Centro de Ensino Superior de Altamira;
23984;Faculdade do Amazonas;FAM
24024;Centro de Ensino Superior de Lorena;
24025;Centro de Ensino Superior de Serra Dourada;
24026;Instituto de Serra Dourada;
24046;Faculdade da Associação Médica Paulista;APM
24055;FACULDADE FASIPE DE PRIMAVERA;FFP
24056;Faculdade de Saúde do Sertão de Pernambuco;FASPE
24060;FACULDADE FASIPE NORTE;FASIPE
24066;Faculdade Cristã da Cidade;FCC
24072;FACULDADE MOGIANA;FAMOGI
24074;Faculdade de Gestão, Educação e de Saúde ;FGS
24160;Instituto de Ensino Superior Agostiniano CASA GAIA;
24168;Faculdade Unida de São Paulo;FAUSP
24189;FACULDADE SÃO FRANCISCO DA PARAÍBA CAMPINA GRANDE;
24190;Faculdade Barros Melo Recife;UNIAESO
24191;FACULDADE RECONHECER;FR
24196;FACULDADE CLEBER LEITE - EAD;FCL - EAD
24201;Faculdade FISEPE;FISEPE
24205;Faculdade Soberana de Arapiraca;Soberana
24208;FACULDADE DOCTUM DE ALMENARA;DOCTUM
24209;Faculdade Soberana de Jacobina;Soberana
24211;Instituto Amazônico de Ensino Superior;IAMES
24213;Instituto de Desenvolvimento e Aprendizagem - IDEA Direito;IDEA Direito
24214;Faculdade dos Gênios;FAGENIUS
24215;Soberana Faculdade de Juiz de Fora;Soberana
24217;FACULDADE BRASILEIRA DE NEGÓCIOS INOVADORES;FABRANI
24223;Faculdade de Tecnologia da Amazônia;FATEC
24245;FACULDADE QUALITTAS - EAD;
24253;Faculdade Invictus;FIRP
24255;Faculdade de Nova Mutum;UNIFAMA
24257;Instituto de Direito do Norte - IDN Manaus;IDN Manaus
24259;Faculdade Unificada de Ensino Superior;FUNES
24263;Faculdade Metropolitana do Pará;Fametro
24268;Faculdade UNINORTE Marabá;Uninorte Marabá
24275;Faculdade Unificada do Estado de São Paulo;FAUESP - online
24281;Faculdade de Ensino e Formação da Bahia;FEFB
24282;FACULDADE BOA ESPERANÇA;FABECA
24286;Faculdade URCI;FURCI
24290;Faculdade Andreotti de Maringá;FAM
24300;Faculdade Unida de São Paulo - EAD;FAUSP - EAD
24326;FACULDADE ESSA EDUCACAO PROFISSIONAL;UNIESSA
24356;Faculdade Virtual do Brasil;FVB
24365;Faculdade Paschoal Dantas EAD;FPD - EAD
24366;FACULDADE MARECHAL RONDON DE BAURU;FMR-BAURU
24368;FACULDADE MARECHAL RONDON DE GUARULHOS;FMR-GUARULHOS
24369;FACULDADE MARECHAL RONDON DE MAUÁ;FMR-MAUÁ
24376;Faculdade de Tecnologia e Ciências - FTC Teixeira de Freitas;FTC
24381;FACULDADE GEORGINA;FAGEO
24382;FACULDADE UNINASSAU CARPINA;NASSAU CARPINA
24383;FACULDADE NACIONAL DE NATUROPATIA  ADMINISTRAÇÃO E PEDAGOGIA;FANNAP
24390;Faculdade de Tecnologia e Ciências - FTC Alagoinhas;FTC Alagoinhas
24391;Faculdade de Educação da Ibiapaba;FAEDI
24392;FACULDADE DINÂMICA;FACDIN
24399;Faculdade Escola Sobral de Oliveira;FAESDO
24400;Faculdade Multiversa de Sete Lagoas;Multiversa
24403;FACULDADE ATENAS SUL DE MINAS;
24404;FACULDADE ATENAS CENTRO DE MINAS;
24405;INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL DA AMAZÔNIA;IDEA
24410;Faculdade Centro Sul;
24412;FACULDADE EDUFOR;EDUFOR
24443;Faculdade AGES de Medicina de Irecê;Faculdade AGES
24446;Faculdade de Medicina de Açailândia;FAMEAC
24457;Faculdade Paraíso Araripina;FAP
24459;Faculdade Tiradentes de Goiana;FITS
24462;CENTRO DE EDUCAÇÃO TECNOLÓGICO DA FUNDAÇÃO INDAIATUBANA DE EDUCAÇÃO E CULTURA;FIEC
24463;Faculdade Vitória em Cristo;FVC
24464;Faculdade de Ciências da Saúde Pitágoras de Codó;
24470;Faculdade de Medicina do Sertão;FMS
24471;FACULDADE ATENAS VALENÇA;
24488;Faculdade UNICESUMAR de Corumbá;
24490;Faculdade Unieducar;
24507;Escola de Ensino Superior da Fipe;FipeEES
24509;FACULDADE ESTÁCIO DE CANINDÉ;ESTÁCIO CANINDÉ
24521;FACULDADES JURIS;FACJURIS
24525;ILUM ESCOLA DE CIÊNCIA;
24526;Faculdade Endex;Endex
24527;FACULDADE DE ENSINO SUPERIOR REFFERENCIAL;FAREFF
24530;Faculdade da Polícia Militar de Santa Catarina;FAPOM
24547;ITPAC CRUZEIRO DO SUL;ITPAC - CZ
24548;Afya Faculdade de Ciências Médicas de Itacoatiara;AFYA ITACOATIARA
24550;AFYA FACULDADE DE CIÊNCIAS MÉDICAS DE SANTA INÊS;AFYA SANTA INÊS
24551;Afya Faculdade de Ciências Médicas de Manacapuru;AFYA MANACAPURU
24553;FACULDADE VINCIT;VINCIT
24558;FACULDADE INBEC;INBEC
24672;"Faculdade de Tecnologia de Matão ""Luiz Marchesan""";
24675;Faculdade de Energias Renováveis e Tecnologias Industriais;FAETI
24676;Faculdade de Medicina de Ji-Paraná;FAMEJIPA
24677;Faculdade FaCiencia;FaCiencia
24679;FACULDADE HOLÍSTICA;FaHol
24687;FACULDADE DE MEDICINA ESTÁCIO DE CASTANHAL;ESTÁCIO FMEC
24689;Faculdade Brasiliana;FABRASI
24700;Faculdade Instituto Rio de Janeiro;FIURJ
24703;Faculdade Educabrasil Noel de Mello;
24709;Instituto Racine de Educação Superior;Racine
24843;INSTITUTO DE ASSISTÊNCIA MÉDICA AO SERVIDOR PÚBLICO ESTADUAL;IAMSPE
24847;Faculdade de Tecnologia e Ciências de Teresina;FTC TERESINA
24861;FACULDADE ATENAS DO SUL BAIANO;
24862;Faculdade de Tecnologia Senac Cascavel;
24864;INSTITUTO DE EDUCAÇÃO SUPERIOR E INOVAÇÃO INVENIO;INVENIO
24881;Faculdade Filadelfia de Tecnologia;FAFILTEC
24884;Faculdade Internacional de São Paulo;FINSP
24894;Faculdade Premier;PREMIER
24899;Faculdade Anhanguera do Amazonas;
24909;Faculdade Pitágoras Unidade Caruaru;
24920;FACULDADE DE DIREITO, EDUCAÇÃO E GESTÃO;FADEG
24922;FACULDADE SÃO VICENTE DE IRATI;FASVI
24965;Faculdade de Tecnologia e Ciências de Campina Grande;FTC Camp Grande
24966;Faculdade Uniavan Rio do Sul;Uniavan
24968;Faculdade Pitágoras de Paranaguá;
24979;Instituto Brasil de Ensino Superior;IBRAS
24980;Faculdade de Tecnologia Senac Ponta Grossa;
24981;Faculdade de Tecnologia Senac São José dos Pinhais;
24989;FACULDADE TERCEIRA VISÃO;F3V
24991;FACULDADE DE EDUCAÇÃO VALE DO PAJEÚ;FVP
24996;Faculdade Life Unic Education;LI
25001;INSTITUTO GOIANO DE DIREITO;IGD
25133;Faculdade de Minas EAD;FACUMINAS
25148;Escola Superior de Educação e Negócios;ESN
25157;Faculdade Luiz Mário Moutinho;FLMM
25167;FACULDADE SIGMA;SIGMA EAD
25175;Faculdade de Lucas do Rio Verde;UNIFAMA
25181;FACULDADE ALPHAVILLE;FAVI
25182;Faculdade Alcance Ensino Superior EaD ;FAAL
25187;Faculdade de Ciências e Empreendedorismo de Simões Filho;Facemp SF
25205;FACULDADE MARECHAL RONDON DE OSASCO;FMR_OSASCO
25207;FACULDADE NOVE DE JULHO DE BOTUCATU;NOVE-BOTUCATU
25222;FACULDADE ATENAS PORTO SEGURO;
25223;FACULDADE ATENAS SORRISO;
25261;AFYA Faculdade de Ciências Médicas de Bragança;AFYA Bragança
25274;UNIVERSIDADE FEDERAL DE CATALÃO;UFCAT
25275;UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO;UFAPE 
25277;UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA;UFDPAR
25282;UNIVERSIDADE FEDERAL DE JATAÍ;UFJ
25307;AFYA FACULDADE DE CIÊNCIAS MÉDICAS DE ABAETETUBA;AFYA ABAETETUBA
25313;Faculdade Fraga de Integração da Cultura Educação e Pesquisa;FICEPE
25334;Faculdade Cidade Teológica Pentecostal;FCTP
25349;FACULDADE INTERNACIONAL DE SÃO PAULO;FISP
25352;Universidade Federal de Rondonópolis;UFR
25364;FACULDADE INTERNACIONAL DE OURINHOS;FIO
25365;Faculdade FAMEP - Unidade Parambu - CE;FAMEP
25377;FACULDADE INPRO;FACINPRO
25387;Faculdade Guerra;FAG
25392;Faculdade G8;FG8
25412;Faculdade Metropolitana de Franca;FAMEF
25424;Escola de Comunicação, Mídia e Informação da Fundação Getulio Vargas;FGV ECMI
25425;FACULDADE TELOS DE CAMPINAS;FATELOS
25439;FACULDADE REGIONAL DO VALLE;FARVALLE
25440;Faculdade Opus 365;
25441;Faculdade Paulista de Bem Estar e Saúde;
25444;SISTEMAS DE ENSINO EM CIÊNCIAS E TECNOLOGIAS;SECTRAS
25445;Escola Superior do Ar;EAR
25450;Faculdades Integradas do Sul de Minas - FISMINAS;
25451;Faculdade Prepara;
25452;FACULDADE BIOPARK;BIOPARK
25453;Faculdade Ésper;ÉSPER
25455;Faculdade Belavista;
25466;Faculdade de Ensino Jurídico de Vitória;FEJ
25467;Faculdade Alura.Tech;Alura.Tech
25469;Faculdade UniBRAS Santa Inês;FACBRAS
25474;Faculdade Microlins;FAMIC
25476;Instituto do Sul de Santa Catarina;
25478;Escola Superior do Sul de Santa Catarina;
25510;FACULDADES INTEGRADAS PLATON;FIP
25511;FACULDADE SANAR;SANAR
25525;FACULDADE SANTA BÁRBARA;
25545;Faculdade Centro-Oeste;FACEO
25552;FACULDADE FASIPE PANTANAL;FASIPE
25575;Faculdade VP;VP
25576;Faculdade TERZIUS;TERZIUS
25611;FACULDADE ESCOLA DE AYURVEDA;FAESDA
25613;ACADEMIA DE POLÍCIA MILITAR DE MINAS GERAIS;APM
25624;CEDDU - CENTRO DE ENSINO SUPERIOR;CEDDU
25634;FACULDADE ATENAS CENTRO DE MATO GROSSO;
25640;Faculdade de Ciências Educacionais e Tecnologias Integradas;FACETI
25647;Faculdade FANORPI Bandeirantes;FANORPI
25655;SIRIUS ESCOLA SUPERIOR DE TECNOLOGIA;SIRIUS
25656;INSTITUTO PLENITUDE EDUCAÇÃO;IPLENI
25657;FACULDADE ITH;ITH
25665;FACULDADE FRACTAL;FRACTAL
25712;FACULDADE CESPU EUROPA BRASIL;FACCE
25714;Faculdade FIZAP;FIZAP
25716;Faculdade Exame;Exame
25722;Faculdade Canadenses no Brasil;
25745;FUNDAÇÃO FACULDADE PARA AS ARTES, EDUCAÇÃO E COMUNICAÇÃO ;FUNDAEC
25763;Faculdade Leonardo da Vinci de Belo Horizonte;
25764;Faculdade Leonardo da Vinci de Jacobina;
25774;FACULDADE ANCLIVEPA BRASÍLIA;
